"Year","Sites","Functional_Group_Std","mean_biomass_kg_ha","var_biomass_kg_ha","mean_abundance_ha","var_abundance_ha","n_transects"
2025,"AMBITIKY","Carnivore",448.481551793792,91619.8280364576,3440,2177066.66666667,4
2025,"AMBITIKY","Corallivore",141.674999857163,5003.95565676064,860,126400,4
2025,"AMBITIKY","Herbivore",973.001271718377,296699.705296744,3270,214800,4
2025,"AMBITIKY","Omnivore",2.9619782279804,19.6548049129639,190,7866.66666666667,4
2025,"AMBITIKY","Planktivore",316.522974409849,269915.723204004,4690,20043066.6666667,4
2025,"AMBOHIBOLA","Carnivore",273.964452186776,93.0646718110486,1560,80000,2
2025,"AMBOHIBOLA","Corallivore",259.8738519969,113463.376875623,840,204800,2
2025,"AMBOHIBOLA","Herbivore",316.100014778399,18286.4352267757,2500,7200,2
2025,"AMBOHIBOLA","Omnivore",11.3812846018377,139.155843958199,480,28800,2
2025,"AMBOHIBOLA","Planktivore",147.378390636094,207.664931746422,11280,2880000,2
2025,"AMBOLA","Carnivore",108.835705953691,3197.53673169554,1850,301200,4
2025,"AMBOLA","Corallivore",52.1936747174208,2089.93467679391,450,78266.6666666667,4
2025,"AMBOLA","Herbivore",452.851257136435,72120.66474069,2300,198933.333333333,4
2025,"AMBOLA","Omnivore",31.2142935779724,1303.27132650755,690,183866.666666667,4
2025,"AMBOLA","Planktivore",87.5745953694906,4458.32900661309,6280,35577600,4
2025,"AMBOLAFOTY","Carnivore",267.43060299838,2729.5583782375,1320,0,2
2025,"AMBOLAFOTY","Corallivore",31.5918009975419,78.1735638207,380,20000,2
2025,"AMBOLAFOTY","Herbivore",515.656909554969,333106.550265369,3820,5511200,2
2025,"AMBOLAFOTY","Omnivore",1.87017902332257,0,240,0,1
2025,"AMBOLAFOTY","Planktivore",54.5957849273741,0,4000,0,1
2025,"ANAKAO","Carnivore",151.259073727901,5593.27578554554,1520,525866.666666667,4
2025,"ANAKAO","Corallivore",108.180415260793,8547.52113032444,1266.66666666667,1934933.33333333,3
2025,"ANAKAO","Herbivore",177.027254827905,9137.21062253597,3600,6614400,4
2025,"ANAKAO","Omnivore",20.5483319324543,220.963348221171,430,12133.3333333333,4
2025,"ANAKAO","Planktivore",223.491818089654,22118.1983898271,8750,30764133.3333333,4
2025,"BEFASY","Carnivore",122.605771693671,2673.91108362993,1680,80000,2
2025,"BEFASY","Corallivore",23.9439201090239,967.166921821103,220,7200,2
2025,"BEFASY","Herbivore",70.5501928272316,2874.61849769543,5340,3175200,2
2025,"BEFASY","Omnivore",0.880389587027823,0.0943172899244928,80,3200,2
2025,"BEFASY","Planktivore",35.8868973485816,1411.92846581767,660,800,2
2025,"BEHELOKY","Carnivore",532.608160874456,512344.387303411,2640,5437866.66666667,4
2025,"BEHELOKY","Corallivore",135.030890015366,41405.5739732015,440,152533.333333333,4
2025,"BEHELOKY","Herbivore",511.55075398624,415677.655488064,4970,17418000,4
2025,"BEHELOKY","Omnivore",30.4277677574583,2311.39387796683,650,927333.333333333,4
2025,"BEHELOKY","Planktivore",296.631929692856,184781.442367549,4580,25542933.3333333,4
2025,"FITSITIKA","Carnivore",74.7635206345304,780.696543525393,1140,93920,6
2025,"FITSITIKA","Corallivore",18.0217923675352,60.4040712022388,390,14266.6666666667,4
2025,"FITSITIKA","Herbivore",80.5059246845736,2400.66426110503,1766.66666666667,798346.666666667,6
2025,"FITSITIKA","Omnivore",62.869054647933,1021.3259715204,3060,913760,6
2025,"FITSITIKA","Piscivore",8.82432480994874,0,40,0,1
2025,"FITSITIKA","Planktivore",33.5006729796554,939.661359608416,706.666666666667,213333.333333333,3
2025,"IFATY","Carnivore",53.8916465894948,2588.63817180892,1160,798613.333333333,31
2025,"IFATY","Corallivore",30.004680195235,736.671500863063,654.285714285714,237536.507936508,28
2025,"IFATY","Detritivore",7.02750168668214,13.8591430457432,110,4666.66666666667,4
2025,"IFATY","Herbivore",64.7035191708568,4127.37971724375,884.285714285714,592988.35978836,28
2025,"IFATY","Omnivore",90.0630669934565,5708.38678975062,5458.06451612903,16608836.1290323,31
2025,"IFATY","Piscivore",4.85348361012309,5.17570247613191,210,67600,4
2025,"IFATY","Planktivore",19.5040514082291,861.391433845334,441.481481481481,274397.720797721,27
2025,"ITAMPOLO","Carnivore",256.82096795201,3180.45908898072,2420,324800,4
2025,"ITAMPOLO","Corallivore",49.466484899853,450.969216638369,370,26000,4
2025,"ITAMPOLO","Herbivore",509.269289643452,82718.2041451343,3940,4579733.33333333,4
2025,"ITAMPOLO","Omnivore",10.25820347262,35.4436331013176,580,4800,4
2025,"ITAMPOLO","Planktivore",28.2078539593846,749.794536045939,880,548800,3
2025,"MANGILY","Carnivore",110.116036874879,9624.50548001651,1244.44444444444,514237.908496732,18
2025,"MANGILY","Corallivore",52.0181830659478,3143.50618764989,738.823529411765,255623.529411765,17
2025,"MANGILY","Herbivore",100.833069896106,25546.9217088281,1080,1475952.94117647,18
2025,"MANGILY","Omnivore",57.7508432054009,2302.70756062917,2677.77777777778,2689594.77124183,18
2025,"MANGILY","Planktivore",26.2975543825969,4061.28136865948,282.666666666667,104335.238095238,15
2025,"MAROMENA","Carnivore",95.1097030248964,8418.01634674479,1260,1095200,2
2025,"MAROMENA","Corallivore",36.8606040391805,1.53133681640501,120,3200,2
2025,"MAROMENA","Herbivore",93.5491727099325,4177.39674441041,760,12800,2
